order_id,item_id,product_id,quantity,list_price,discount,total_price
55,1,21,1,269.99,0.05,269.94
55,2,25,2,499.99,0.2,999.78
55,3,15,2,529.99,0.2,1059.78
56,1,20,2,599.99,0.07,1199.91
57,1,23,2,299.99,0.1,599.88
57,2,19,2,449.0,0.2,897.8
57,3,13,1,269.99,0.07,269.92
58,1,14,2,269.99,0.05,539.93
58,2,18,1,449.0,0.07,448.93
58,3,23,1,299.99,0.1,299.89
59,1,21,1,269.99,0.05,269.94
59,2,2,1,749.99,0.1,749.89
59,3,17,2,429.0,0.1,857.9
60,1,14,2,269.99,0.05,539.93
60,2,4,1,2899.99,0.1,2899.89
60,3,15,1,529.99,0.07,529.92
60,4,22,1,269.99,0.2,269.79
61,1,25,1,499.99,0.1,499.89
61,2,15,2,529.99,0.05,1059.93
61,3,5,2,1320.99,0.2,2641.78
62,1,14,1,269.99,0.07,269.92
62,2,8,2,1799.99,0.1,3599.88
62,3,22,2,269.99,0.1,539.88
63,1,25,2,499.99,0.1,999.88
63,2,19,2,449.0,0.05,897.95
63,3,3,1,999.99,0.1,999.89
64,1,25,2,499.99,0.1,999.88
64,2,22,2,269.99,0.2,539.78
64,3,23,2,299.99,0.2,599.78
64,4,24,2,549.99,0.1,1099.88
65,1,12,1,549.99,0.1,549.89
66,1,2,1,749.99,0.2,749.79
66,2,23,1,299.99,0.07,299.92
66,3,12,1,549.99,0.07,549.92
67,1,23,2,299.99,0.2,599.78
67,2,12,2,549.99,0.1,1099.88
67,3,21,1,269.99,0.2,269.79
67,4,5,2,1320.99,0.1,2641.88
67,5,19,1,449.0,0.2,448.8
68,1,13,2,269.99,0.07,539.91
68,2,17,1,429.0,0.1,428.9
69,1,22,2,269.99,0.1,539.88
69,2,5,1,1320.99,0.2,1320.79
69,3,10,1,1549.0,0.05,1548.95
70,1,3,2,999.99,0.05,1999.93
70,2,18,1,449.0,0.2,448.8
70,3,20,1,599.99,0.05,599.94
71,1,26,2,599.99,0.05,1199.93
71,2,24,1,549.99,0.2,549.79
71,3,18,1,449.0,0.1,448.9
72,1,17,2,429.0,0.07,857.93
72,2,12,1,549.99,0.05,549.94
72,3,13,2,269.99,0.1,539.88
73,1,22,1,269.99,0.07,269.92
73,2,26,2,599.99,0.05,1199.93
73,3,3,2,999.99,0.07,1999.91
73,4,25,1,499.99,0.07,499.92
73,5,23,2,299.99,0.2,599.78
74,1,16,2,599.99,0.05,1199.93
74,2,6,1,469.99,0.07,469.92
75,1,3,1,999.99,0.1,999.89
75,2,7,2,3999.99,0.07,7999.91
75,3,15,1,529.99,0.2,529.79
76,1,12,1,549.99,0.05,549.94
76,2,11,2,1680.99,0.1,3361.88
76,3,5,1,1320.99,0.07,1320.92
77,1,20,1,599.99,0.07,599.92
77,2,24,2,549.99,0.1,1099.88
77,3,26,1,599.99,0.2,599.79
77,4,25,1,499.99,0.2,499.79
78,1,17,1,429.0,0.07,428.93
78,2,19,1,449.0,0.2,448.8
78,3,18,2,449.0,0.1,897.9
78,4,14,2,269.99,0.1,539.88
79,1,9,2,2999.99,0.1,5999.88
79,2,17,2,429.0,0.05,857.95
79,3,6,1,469.99,0.1,469.89
79,4,25,2,499.99,0.07,999.91
80,1,26,1,599.99,0.1,599.89
80,2,24,1,549.99,0.1,549.89
80,3,17,1,429.0,0.2,428.8
81,1,10,2,1549.0,0.2,3097.8
81,2,23,2,299.99,0.05,599.93
81,3,25,2,499.99,0.05,999.93
82,1,25,2,499.99,0.1,999.88
82,2,11,2,1680.99,0.2,3361.78
83,1,20,1,599.99,0.2,599.79
83,2,3,2,999.99,0.05,1999.93
84,1,23,2,299.99,0.07,599.91
84,2,15,2,529.99,0.07,1059.91
85,1,4,2,2899.99,0.05,5799.93
85,2,18,1,449.0,0.07,448.93
86,1,9,2,2999.99,0.1,5999.88
86,2,23,2,299.99,0.07,599.91
86,3,21,2,269.99,0.2,539.78
86,4,15,1,529.99,0.1,529.89
87,1,20,2,599.99,0.2,1199.78
87,2,23,2,299.99,0.1,599.88
88,1,10,1,1549.0,0.07,1548.93
88,2,8,2,1799.99,0.1,3599.88
88,3,7,1,3999.99,0.1,3999.89
89,1,5,1,1320.99,0.05,1320.94
89,2,6,2,469.99,0.1,939.88
90,1,3,1,999.99,0.1,999.89
90,2,6,1,469.99,0.07,469.92
91,1,11,1,1680.99,0.1,1680.89
91,2,25,1,499.99,0.05,499.94
91,3,15,2,529.99,0.07,1059.91
91,4,13,2,269.99,0.07,539.91
92,1,8,1,1799.99,0.1,1799.89
93,1,22,2,269.99,0.07,539.91
93,2,17,1,429.0,0.05,428.95
93,3,21,1,269.99,0.1,269.89
93,4,2,1,749.99,0.2,749.79
93,5,10,2,1549.0,0.07,3097.93
94,1,12,1,549.99,0.05,549.94
94,2,4,1,2899.99,0.2,2899.79
94,3,11,1,1680.99,0.2,1680.79
94,4,21,2,269.99,0.07,539.91
95,1,10,2,1549.0,0.2,3097.8
95,2,19,1,449.0,0.1,448.9
95,3,8,2,1799.99,0.2,3599.78
95,4,20,2,599.99,0.05,1199.93
96,1,26,1,599.99,0.1,599.89
96,2,23,1,299.99,0.05,299.94
97,1,20,2,599.99,0.2,1199.78
97,2,2,1,749.99,0.07,749.92
97,3,6,2,469.99,0.2,939.78
97,4,19,1,449.0,0.1,448.9
98,1,19,1,449.0,0.07,448.93
98,2,21,1,269.99,0.1,269.89
98,3,2,1,749.99,0.2,749.79
98,4,22,2,269.99,0.2,539.78
99,1,13,1,269.99,0.2,269.79
99,2,21,1,269.99,0.2,269.79
99,3,25,2,499.99,0.05,999.93
99,4,7,2,3999.99,0.07,7999.91
99,5,23,2,299.99,0.2,599.78
100,1,12,2,549.99,0.05,1099.93
100,2,11,2,1680.99,0.1,3361.88
100,3,7,2,3999.99,0.2,7999.78
100,4,16,2,599.99,0.2,1199.78
100,5,24,2,549.99,0.1,1099.88
101,1,12,2,549.99,0.2,1099.78
102,1,15,1,529.99,0.05,529.94
102,2,22,1,269.99,0.07,269.92
103,1,17,1,429.0,0.07,428.93
103,2,3,1,999.99,0.05,999.94
103,3,18,1,449.0,0.2,448.8
103,4,15,2,529.99,0.1,1059.88
103,5,9,2,2999.99,0.1,5999.88
104,1,19,2,449.0,0.1,897.9
104,2,26,1,599.99,0.05,599.94
105,1,11,2,1680.99,0.2,3361.78
105,2,3,1,999.99,0.05,999.94
105,3,9,1,2999.99,0.05,2999.94
106,1,17,1,429.0,0.1,428.9
106,2,13,2,269.99,0.1,539.88
107,1,19,1,449.0,0.2,448.8
107,2,13,2,269.99,0.1,539.88
108,1,11,1,1680.99,0.1,1680.89
108,2,22,2,269.99,0.07,539.91
108,3,16,2,599.99,0.05,1199.93
109,1,22,2,269.99,0.1,539.88
109,2,6,1,469.99,0.07,469.92
110,1,14,1,269.99,0.1,269.89
111,1,14,1,269.99,0.1,269.89
111,2,12,2,549.99,0.07,1099.91
112,1,23,2,299.99,0.2,599.78
112,2,25,2,499.99,0.07,999.91
112,3,24,2,549.99,0.05,1099.93
112,4,5,1,1320.99,0.2,1320.79
113,1,12,2,549.99,0.07,1099.91
113,2,24,2,549.99,0.1,1099.88
113,3,6,1,469.99,0.07,469.92
113,4,23,1,299.99,0.2,299.79
113,5,5,2,1320.99,0.2,2641.78
114,1,12,1,549.99,0.05,549.94
114,2,2,1,749.99,0.07,749.92
114,3,13,2,269.99,0.1,539.88
115,1,22,1,269.99,0.2,269.79
115,2,19,1,449.0,0.1,448.9
116,1,26,1,599.99,0.05,599.94
117,1,22,2,269.99,0.2,539.78
117,2,26,1,599.99,0.05,599.94
117,3,14,1,269.99,0.2,269.79
117,4,19,1,449.0,0.05,448.95
118,1,18,1,449.0,0.07,448.93
118,2,4,1,2899.99,0.07,2899.92
118,3,6,1,469.99,0.07,469.92
118,4,3,2,999.99,0.1,1999.88
118,5,23,2,299.99,0.07,599.91
119,1,25,1,499.99,0.05,499.94
120,1,13,2,269.99,0.05,539.93
120,2,6,2,469.99,0.05,939.93
120,3,10,2,1549.0,0.05,3097.95
120,4,17,1,429.0,0.05,428.95
120,5,16,2,599.99,0.2,1199.78
121,1,5,1,1320.99,0.2,1320.79
121,2,14,2,269.99,0.1,539.88
121,3,4,2,2899.99,0.1,5799.88
121,4,24,2,549.99,0.07,1099.91
121,5,2,2,749.99,0.05,1499.93
122,1,16,1,599.99,0.1,599.89
123,1,12,2,549.99,0.1,1099.88
124,1,16,1,599.99,0.05,599.94
124,2,4,1,2899.99,0.07,2899.92
124,3,7,2,3999.99,0.05,7999.93
125,1,17,1,429.0,0.1,428.9
126,1,9,2,2999.99,0.05,5999.93
127,1,17,1,429.0,0.07,428.93
127,2,20,1,599.99,0.1,599.89
127,3,4,2,2899.99,0.07,5799.91
128,1,24,2,549.99,0.1,1099.88
128,2,16,2,599.99,0.1,1199.88
128,3,4,2,2899.99,0.2,5799.78
128,4,3,2,999.99,0.2,1999.78
129,1,18,1,449.0,0.1,448.9
129,2,9,1,2999.99,0.1,2999.89
130,1,26,1,599.99,0.05,599.94
130,2,5,2,1320.99,0.07,2641.91
131,1,22,2,269.99,0.2,539.78
131,2,4,2,2899.99,0.07,5799.91
131,3,24,2,549.99,0.1,1099.88
132,1,2,2,749.99,0.05,1499.93
132,2,20,1,599.99,0.05,599.94
132,3,9,1,2999.99,0.1,2999.89
133,1,13,2,269.99,0.05,539.93
133,2,22,1,269.99,0.2,269.79
134,1,19,2,449.0,0.1,897.9
134,2,2,2,749.99,0.07,1499.91
134,3,18,2,449.0,0.07,897.93
135,1,5,2,1320.99,0.05,2641.93
135,2,18,2,449.0,0.05,897.95
135,3,25,1,499.99,0.2,499.79
135,4,2,1,749.99,0.05,749.94
136,1,7,2,3999.99,0.2,7999.78
136,2,3,2,999.99,0.05,1999.93
137,1,23,1,299.99,0.07,299.92
137,2,22,1,269.99,0.1,269.89
138,1,16,2,599.99,0.1,1199.88
138,2,6,1,469.99,0.2,469.79
139,1,19,2,449.0,0.07,897.93
139,2,3,1,999.99,0.07,999.92
140,1,15,1,529.99,0.2,529.79
140,2,21,1,269.99,0.2,269.79
140,3,12,2,549.99,0.2,1099.78
140,4,3,1,999.99,0.05,999.94
141,1,18,1,449.0,0.2,448.8
142,1,16,2,599.99,0.1,1199.88
142,2,11,2,1680.99,0.1,3361.88
142,3,19,1,449.0,0.07,448.93
143,1,6,1,469.99,0.2,469.79
144,1,8,2,1799.99,0.05,3599.93
145,1,11,1,1680.99,0.2,1680.79
145,2,9,2,2999.99,0.1,5999.88
146,1,3,2,999.99,0.2,1999.78
146,2,12,1,549.99,0.1,549.89
146,3,20,2,599.99,0.1,1199.88
146,4,6,2,469.99,0.05,939.93
146,5,2,1,749.99,0.07,749.92
147,1,26,2,599.99,0.2,1199.78
148,1,14,1,269.99,0.05,269.94
149,1,12,2,549.99,0.07,1099.91
149,2,21,2,269.99,0.07,539.91
150,1,7,1,3999.99,0.1,3999.89
150,2,3,1,999.99,0.2,999.79
150,3,17,1,429.0,0.07,428.93
150,4,25,2,499.99,0.07,999.91
151,1,17,1,429.0,0.1,428.9
151,2,26,1,599.99,0.1,599.89
152,1,6,2,469.99,0.2,939.78
152,2,22,2,269.99,0.2,539.78
152,3,16,2,599.99,0.07,1199.91
153,1,16,1,599.99,0.07,599.92
153,2,8,1,1799.99,0.07,1799.92
153,3,15,2,529.99,0.05,1059.93
154,1,12,1,549.99,0.1,549.89
155,1,8,1,1799.99,0.1,1799.89
156,1,18,2,449.0,0.2,897.8
156,2,17,2,429.0,0.05,857.95
156,3,6,1,469.99,0.07,469.92
157,1,4,1,2899.99,0.1,2899.89
157,2,7,2,3999.99,0.07,7999.91
158,1,24,1,549.99,0.1,549.89
159,1,13,1,269.99,0.2,269.79
160,1,21,1,269.99,0.07,269.92
160,2,15,2,529.99,0.07,1059.91
160,3,18,2,449.0,0.1,897.9
160,4,11,1,1680.99,0.05,1680.94
161,1,24,2,549.99,0.07,1099.91
161,2,22,1,269.99,0.05,269.94
161,3,7,2,3999.99,0.05,7999.93
162,1,18,1,449.0,0.07,448.93
162,2,21,2,269.99,0.07,539.91
162,3,3,2,999.99,0.1,1999.88
163,1,12,1,549.99,0.1,549.89
163,2,18,1,449.0,0.2,448.8
164,1,4,2,2899.99,0.05,5799.93
164,2,10,2,1549.0,0.05,3097.95
164,3,14,1,269.99,0.1,269.89
165,1,4,2,2899.99,0.05,5799.93
165,2,23,1,299.99,0.2,299.79
165,3,2,1,749.99,0.05,749.94
166,1,10,2,1549.0,0.1,3097.9
166,2,11,1,1680.99,0.2,1680.79
167,1,12,1,549.99,0.05,549.94
167,2,10,1,1549.0,0.2,1548.8
167,3,13,2,269.99,0.05,539.93
167,4,7,2,3999.99,0.05,7999.93
168,1,6,1,469.99,0.1,469.89
168,2,11,2,1680.99,0.07,3361.91
168,3,12,2,549.99,0.07,1099.91
168,4,22,2,269.99,0.2,539.78
169,1,20,2,599.99,0.1,1199.88
169,2,5,1,1320.99,0.05,1320.94
169,3,10,1,1549.0,0.2,1548.8
169,4,11,1,1680.99,0.2,1680.79
169,5,14,2,269.99,0.05,539.93
170,1,12,2,549.99,0.1,1099.88
170,2,24,1,549.99,0.05,549.94
170,3,7,1,3999.99,0.2,3999.79
170,4,18,2,449.0,0.05,897.95
171,1,8,1,1799.99,0.05,1799.94
172,1,23,1,299.99,0.07,299.92
172,2,16,1,599.99,0.2,599.79
173,1,14,1,269.99,0.05,269.94
173,2,16,1,599.99,0.2,599.79
173,3,20,2,599.99,0.05,1199.93
174,1,22,2,269.99,0.2,539.78
174,2,19,2,449.0,0.1,897.9
175,1,5,1,1320.99,0.1,1320.89
175,2,2,2,749.99,0.2,1499.78
175,3,21,2,269.99,0.1,539.88
175,4,19,1,449.0,0.07,448.93
176,1,2,2,749.99,0.07,1499.91
176,2,11,2,1680.99,0.2,3361.78
176,3,16,2,599.99,0.05,1199.93
177,1,20,2,599.99,0.1,1199.88
178,1,10,2,1549.0,0.2,3097.8
178,2,12,1,549.99,0.05,549.94
178,3,3,1,999.99,0.1,999.89
178,4,18,1,449.0,0.07,448.93
179,1,13,2,269.99,0.05,539.93
179,2,26,1,599.99,0.1,599.89
179,3,18,1,449.0,0.2,448.8
179,4,12,2,549.99,0.2,1099.78
179,5,20,2,599.99,0.1,1199.88
180,1,16,1,599.99,0.07,599.92
181,1,10,1,1549.0,0.05,1548.95
181,2,11,1,1680.99,0.1,1680.89
181,3,15,2,529.99,0.2,1059.78
181,4,24,2,549.99,0.05,1099.93
182,1,25,2,499.99,0.05,999.93
182,2,24,2,549.99,0.07,1099.91
183,1,11,2,1680.99,0.2,3361.78
183,2,12,2,549.99,0.05,1099.93
183,3,19,1,449.0,0.07,448.93
183,4,17,1,429.0,0.07,428.93
184,1,4,1,2899.99,0.2,2899.79
184,2,5,1,1320.99,0.1,1320.89
184,3,14,1,269.99,0.1,269.89
185,1,20,1,599.99,0.1,599.89
185,2,8,1,1799.99,0.05,1799.94
186,1,4,1,2899.99,0.1,2899.89
186,2,6,1,469.99,0.1,469.89
187,1,5,1,1320.99,0.05,1320.94
188,1,7,2,3999.99,0.07,7999.91
189,1,16,2,599.99,0.2,1199.78
190,1,24,1,549.99,0.05,549.94
190,2,15,1,529.99,0.2,529.79
190,3,3,2,999.99,0.2,1999.78
191,1,25,1,499.99,0.05,499.94
191,2,12,2,549.99,0.2,1099.78
191,3,3,1,999.99,0.07,999.92
191,4,8,2,1799.99,0.05,3599.93
191,5,23,1,299.99,0.05,299.94
192,1,8,2,1799.99,0.1,3599.88
192,2,25,1,499.99,0.07,499.92
192,3,2,1,749.99,0.05,749.94
192,4,24,2,549.99,0.07,1099.91
192,5,10,2,1549.0,0.2,3097.8
193,1,12,2,549.99,0.1,1099.88
194,1,21,2,269.99,0.2,539.78
195,1,18,1,449.0,0.2,448.8
195,2,14,1,269.99,0.05,269.94
195,3,5,2,1320.99,0.2,2641.78
195,4,4,2,2899.99,0.2,5799.78
195,5,21,2,269.99,0.1,539.88
196,1,6,1,469.99,0.05,469.94
196,2,3,2,999.99,0.07,1999.91
196,3,10,2,1549.0,0.07,3097.93
196,4,12,1,549.99,0.07,549.92
196,5,20,1,599.99,0.1,599.89
197,1,4,2,2899.99,0.2,5799.78
197,2,2,2,749.99,0.07,1499.91
198,1,6,2,469.99,0.05,939.93
198,2,20,2,599.99,0.07,1199.91
198,3,8,2,1799.99,0.2,3599.78
198,4,13,2,269.99,0.05,539.93
198,5,17,1,429.0,0.05,428.95
199,1,25,2,499.99,0.05,999.93
199,2,18,2,449.0,0.07,897.93
199,3,4,1,2899.99,0.2,2899.79
200,1,23,2,299.99,0.05,599.93
200,2,22,2,269.99,0.07,539.91
201,1,24,1,549.99,0.05,549.94
201,2,7,1,3999.99,0.2,3999.79
201,3,14,2,269.99,0.1,539.88
201,4,17,1,429.0,0.05,428.95
202,1,8,1,1799.99,0.07,1799.92
202,2,17,1,429.0,0.05,428.95
202,3,15,2,529.99,0.05,1059.93
202,4,25,2,499.99,0.05,999.93
203,1,26,1,599.99,0.05,599.94
203,2,3,2,999.99,0.1,1999.88
203,3,17,2,429.0,0.2,857.8
203,4,19,2,449.0,0.07,897.93
204,1,6,2,469.99,0.07,939.91
204,2,17,2,429.0,0.1,857.9
205,1,22,2,269.99,0.05,539.93
205,2,24,2,549.99,0.1,1099.88
206,1,25,1,499.99,0.05,499.94
206,2,20,1,599.99,0.2,599.79
207,1,12,2,549.99,0.2,1099.78
207,2,5,1,1320.99,0.05,1320.94
207,3,11,2,1680.99,0.07,3361.91
207,4,7,2,3999.99,0.1,7999.88
208,1,6,2,469.99,0.05,939.93
208,2,4,2,2899.99,0.07,5799.91
208,3,3,1,999.99,0.05,999.94
208,4,12,1,549.99,0.2,549.79
208,5,10,2,1549.0,0.05,3097.95
209,1,13,1,269.99,0.1,269.89
210,1,14,1,269.99,0.07,269.92
210,2,13,2,269.99,0.2,539.78
211,1,10,1,1549.0,0.07,1548.93
211,2,2,2,749.99,0.07,1499.91
212,1,16,2,599.99,0.07,1199.91
212,2,12,2,549.99,0.2,1099.78
212,3,19,1,449.0,0.1,448.9
212,4,7,1,3999.99,0.2,3999.79
213,1,13,1,269.99,0.1,269.89
214,1,21,1,269.99,0.1,269.89
215,1,19,1,449.0,0.07,448.93
215,2,12,2,549.99,0.1,1099.88
216,1,22,2,269.99,0.1,539.88
216,2,16,2,599.99,0.05,1199.93
217,1,18,1,449.0,0.1,448.9
217,2,10,2,1549.0,0.1,3097.9
217,3,17,1,429.0,0.07,428.93
218,1,2,2,749.99,0.1,1499.88
218,2,13,1,269.99,0.07,269.92
218,3,12,1,549.99,0.05,549.94
219,1,26,1,599.99,0.05,599.94
219,2,5,1,1320.99,0.2,1320.79
220,1,6,2,469.99,0.05,939.93
220,2,25,1,499.99,0.07,499.92
220,3,22,2,269.99,0.1,539.88
220,4,3,2,999.99,0.2,1999.78
221,1,11,2,1680.99,0.07,3361.91
222,1,10,1,1549.0,0.1,1548.9
222,2,2,2,749.99,0.1,1499.88
223,1,7,2,3999.99,0.05,7999.93
223,2,5,1,1320.99,0.2,1320.79
223,3,21,2,269.99,0.1,539.88
223,4,20,1,599.99,0.05,599.94
223,5,15,1,529.99,0.05,529.94
224,1,6,1,469.99,0.07,469.92
224,2,11,2,1680.99,0.1,3361.88
224,3,10,2,1549.0,0.2,3097.8
224,4,25,1,499.99,0.05,499.94
225,1,21,1,269.99,0.1,269.89
225,2,9,1,2999.99,0.1,2999.89
226,1,2,1,749.99,0.05,749.94
227,1,3,2,999.99,0.05,1999.93
227,2,15,2,529.99,0.1,1059.88
228,1,25,1,499.99,0.2,499.79
228,2,2,2,749.99,0.07,1499.91
228,3,23,2,299.99,0.1,599.88
228,4,4,1,2899.99,0.2,2899.79
228,5,22,1,269.99,0.05,269.94
229,1,25,2,499.99,0.2,999.78
229,2,5,2,1320.99,0.1,2641.88
229,3,8,1,1799.99,0.2,1799.79
230,1,11,2,1680.99,0.07,3361.91
231,1,8,2,1799.99,0.07,3599.91
231,2,14,2,269.99,0.2,539.78
231,3,5,2,1320.99,0.2,2641.78
232,1,18,1,449.0,0.07,448.93
232,2,11,2,1680.99,0.05,3361.93
232,3,26,2,599.99,0.07,1199.91
232,4,8,2,1799.99,0.1,3599.88
233,1,14,1,269.99,0.1,269.89
233,2,16,2,599.99,0.1,1199.88
233,3,12,1,549.99,0.2,549.79
233,4,15,2,529.99,0.07,1059.91
234,1,11,2,1680.99,0.2,3361.78
234,2,17,2,429.0,0.05,857.95
234,3,12,1,549.99,0.1,549.89
234,4,7,1,3999.99,0.05,3999.94
234,5,23,1,299.99,0.1,299.89
235,1,6,1,469.99,0.07,469.92
235,2,13,2,269.99,0.05,539.93
235,3,7,2,3999.99,0.05,7999.93
236,1,3,2,999.99,0.07,1999.91
236,2,2,2,749.99,0.1,1499.88
236,3,4,2,2899.99,0.1,5799.88
237,1,15,1,529.99,0.2,529.79
237,2,24,1,549.99,0.07,549.92
237,3,20,2,599.99,0.2,1199.78
237,4,26,1,599.99,0.05,599.94
238,1,20,2,599.99,0.2,1199.78
238,2,25,1,499.99,0.07,499.92
238,3,13,2,269.99,0.2,539.78
238,4,22,2,269.99,0.05,539.93
