customer_id,Recency,Frequency,Monetary,Segment
381,1052,1,968.81,Lost
382,680,1,940.81,Lost
383,709,1,18799.41,Lost
384,592,1,8969.59,Lost
385,1046,1,2799.38,Lost
386,602,1,4442.52,Lost
387,398,1,1709.58,Lost
388,478,1,449.92,Lost
389,556,1,939.86,Lost
390,980,1,7999.91,Lost
391,666,1,299.89,Lost
392,272,1,1979.67,Lost
393,1043,1,2599.72,Lost
394,604,1,7749.8,Lost
395,283,1,4584.53,Lost
396,849,1,5199.63,Lost
397,1045,1,1578.58,Lost
398,843,1,1199.93,Lost
399,830,1,1469.7,Lost
400,550,1,5109.68,Lost
401,807,1,269.94,Lost
402,582,1,2699.56,Lost
403,1017,1,11499.79,Lost
404,556,1,649.58,Lost
405,283,1,1429.72,Lost
406,625,1,1199.93,Lost
407,517,1,9199.35,Lost
408,524,1,2675.4,Lost
409,1013,1,809.72,Lost
410,860,1,6369.29,Lost
411,924,1,10361.72,Lost
412,496,1,3119.93,Lost
413,935,1,5939.49,Lost
414,1039,1,1469.81,Lost
415,631,1,12399.48,Lost
416,848,1,1999.64,Lost
417,688,1,8661.28,Lost
418,366,1,659.89,Lost
419,537,1,1880.59,Lost
420,639,1,9899.35,Lost
421,813,1,10619.54,Lost
422,1029,1,968.78,Lost
423,764,1,749.79,Lost
424,902,1,1818.72,Lost
425,355,1,21789.6,Lost
426,407,1,6659.7,Lost
427,333,1,3499.89,Lost
428,622,1,6130.26,Lost
429,516,1,3548.78,Lost
430,652,1,2109.59,Lost
431,626,1,2339.47,Lost
432,648,1,4199.7,Lost
433,668,1,1703.85,Lost
434,840,1,3359.7,Lost
435,400,1,3919.4,Lost
436,544,1,2482.62,Lost
437,1073,1,4449.32,Lost
438,1010,1,1669.67,Lost
439,719,1,2999.92,Lost
440,342,1,6079.36,Lost
441,873,1,15059.6,Lost
442,1088,1,269.89,Lost
443,358,1,5126.45,Lost
444,369,1,10761.24,Lost
445,761,1,1999.78,Lost
446,609,1,419.88,Lost
447,851,1,5426.62,Lost
448,657,1,551.92,Lost
449,817,1,2018.84,Lost
450,1084,1,4397.56,Lost
451,860,1,448.8,Lost
452,310,1,419.88,Lost
453,498,1,9779.13,Lost
454,736,1,499.92,Lost
455,624,1,899.78,Lost
456,503,1,1863.66,Lost
457,556,1,419.88,Lost
458,404,1,1569.67,Lost
459,984,1,5389.55,Lost
460,505,1,5751.79,Lost
461,546,1,6537.63,Lost
462,417,1,13079.45,Lost
463,288,1,10869.58,Lost
464,347,1,21097.43,Lost
465,813,1,1469.82,Lost
466,736,1,2641.78,Lost
467,398,1,2619.54,Lost
468,819,1,1069.77,Lost
469,1025,1,4020.41,Lost
470,779,1,3555.77,Lost
471,1023,1,599.94,Lost
472,571,1,8209.61,Lost
473,610,1,12669.35,Lost
474,299,1,4198.6,Lost
475,863,1,1199.93,Lost
476,343,1,1499.91,Lost
477,614,1,1099.93,Lost
478,287,1,5189.74,Lost
479,646,1,9949.09,Lost
480,891,1,3467.35,Lost
481,815,1,7739.57,Lost
482,422,1,349.79,Lost
483,292,1,1898.8,Lost
484,1016,1,6828.73,Lost
485,535,1,1907.6,Lost
486,439,1,6468.57,Lost
487,752,1,1568.62,Lost
488,324,1,7693.71,Lost
489,955,1,3059.81,Lost
490,655,1,8349.35,Lost
491,320,1,7379.73,Lost
492,828,1,10807.58,Lost
493,498,1,626.81,Lost
494,469,1,1679.58,Lost
495,528,1,2889.28,Lost
496,655,1,10070.36,Lost
497,926,1,3180.83,Lost
498,1003,1,3459.77,Lost
499,698,1,11099.5,Lost
500,675,1,6572.62,Lost
501,955,1,749.94,Lost
502,345,1,2573.57,Lost
503,532,1,13939.86,Lost
504,1057,1,1288.75,Lost
505,275,1,7221.75,Lost
506,792,1,10246.4,Lost
507,596,1,3181.87,Lost
508,435,1,749.92,Lost
509,400,1,12655.69,Lost
510,938,1,2489.79,Lost
511,552,1,1479.66,Lost
512,724,1,3899.77,Lost
513,814,1,539.68,Lost
514,965,1,269.89,Lost
515,286,1,4155.68,Lost
516,1041,1,1799.66,Lost
517,465,1,10148.43,Lost
518,288,1,3199.93,Lost
519,580,1,3213.43,Lost
520,728,1,2899.94,Lost
521,1045,1,4697.66,Lost
522,854,1,1439.51,Lost
523,1091,1,1599.88,Lost
524,636,1,5850.51,Lost
525,562,1,19699.3,Lost
526,1053,1,5060.13,Lost
527,866,1,4567.77,Lost
528,888,1,939.88,Lost
529,1045,1,8327.63,Lost
530,694,1,6091.55,Lost
531,662,1,16123.72,Lost
532,724,1,659.78,Lost
533,379,1,3541.85,Lost
534,449,1,18129.7,Lost
535,1058,1,2199.57,Lost
536,863,1,8939.7,Lost
537,563,1,4629.6,Lost
538,750,1,7546.63,Lost
539,509,1,299.89,Lost
540,930,1,7939.61,Lost
541,1079,1,12769.42,Lost
542,853,1,2870.61,Lost
543,690,1,10899.77,Lost
544,420,1,10919.54,Lost
545,406,1,8981.67,Lost
546,922,1,2679.44,Lost
547,317,1,11789.7,Lost
548,446,1,2282.44,Lost
549,819,1,599.92,Lost
550,721,1,11899.68,Lost
551,877,1,718.74,Lost
552,1081,1,2879.56,Lost
553,818,1,2578.74,Lost
554,461,1,4913.44,Lost
555,821,1,5076.56,Lost
556,546,1,2037.74,Lost
557,1008,1,448.8,Lost
558,974,1,539.78,Lost
559,818,1,10901.53,Lost
560,739,1,3818.64,Lost
561,732,1,1059.88,Lost
562,690,1,2641.93,Lost
563,1057,1,1877.73,Lost
564,659,1,9039.67,Lost
565,897,1,5997.85,Lost
566,300,1,5319.6,Lost
567,361,1,5999.82,Lost
568,892,1,8099.13,Lost
569,794,1,8030.5,Lost
570,557,1,1673.82,Lost
571,414,1,7179.38,Lost
572,660,1,979.93,Lost
573,911,1,1367.74,Lost
574,994,1,6849.66,Lost
575,828,1,2420.75,Lost
576,858,1,11299.79,Lost
577,1021,1,6418.56,Lost
578,849,1,10189.38,Lost
579,933,1,6749.85,Lost
580,351,1,3199.92,Lost
581,758,1,8718.19,Lost
582,516,1,3433.71,Lost
583,1068,1,12447.46,Lost
584,879,1,2267.49,Lost
585,564,1,1199.78,Lost
586,802,1,428.9,Lost
587,1048,1,9529.59,Lost
588,520,1,1139.81,Lost
589,488,1,1680.89,Lost
590,534,1,1769.85,Lost
591,968,1,1797.81,Lost
592,653,1,469.89,Lost
593,430,1,219.93,Lost
594,349,1,11853.33,Lost
595,289,1,14419.46,Lost
596,498,1,1618.63,Lost
597,619,1,4509.39,Lost
598,471,1,10693.79,Lost
599,298,1,4043.63,Lost
600,969,1,4288.73,Lost
601,283,1,419.88,Lost
602,498,1,999.78,Lost
603,849,1,5637.59,Lost
604,366,1,949.71,Lost
605,587,1,6098.57,Lost
606,691,1,5319.66,Lost
607,641,1,19081.52,Lost
608,1062,1,539.91,Lost
609,584,1,12450.39,Lost
610,995,1,9167.77,Lost
611,559,1,5799.88,Lost
612,1050,1,4569.46,Lost
613,798,1,539.91,Lost
614,698,1,4919.36,Lost
615,955,1,5769.31,Lost
616,985,1,3888.28,Lost
617,459,1,1067.91,Lost
618,561,1,3799.01,Lost
619,642,1,4709.46,Lost
620,528,1,2289.71,Lost
621,535,1,1749.56,Lost
622,887,1,539.93,Lost
623,278,1,1319.93,Lost
624,749,1,4997.63,Lost
625,680,1,4199.52,Lost
626,709,1,7539.84,Lost
627,899,1,12981.36,Lost
628,576,1,3499.59,Lost
629,635,1,1970.49,Lost
630,1026,1,1369.8,Lost
631,569,1,7299.7,Lost
632,935,1,3248.36,Lost
633,1027,1,988.68,Lost
634,742,1,1568.5,Lost
635,968,1,1639.81,Lost
636,1075,1,2897.81,Lost
637,347,1,8789.45,Lost
638,920,1,1969.75,Lost
639,796,1,2698.61,Lost
640,971,1,6708.5,Lost
641,819,1,4318.67,Lost
642,887,1,857.9,Lost
643,987,1,6061.62,Lost
644,612,1,4409.44,Lost
645,534,1,4062.68,Lost
646,662,1,7481.48,Lost
647,439,1,1581.54,Lost
648,1037,1,3780.65,Lost
649,948,1,9009.78,Lost
650,558,1,2966.54,Lost
651,592,1,19022.52,Lost
652,452,1,1143.83,Lost
653,645,1,3359.8,Lost
654,740,1,718.84,Lost
655,500,1,718.82,Lost
656,576,1,1349.47,Lost
657,1075,1,4507.05,Lost
658,560,1,599.91,Lost
659,887,1,897.95,Lost
660,686,1,6709.59,Lost
661,603,1,9849.67,Lost
662,620,1,4689.22,Lost
663,467,1,16333.5,Lost
664,796,1,1590.58,Lost
665,417,1,7681.62,Lost
666,630,1,9719.31,Lost
667,831,1,3339.47,Lost
668,1041,1,2260.82,Lost
669,427,1,3137.65,Lost
670,894,1,4177.3,Lost
671,657,1,729.57,Lost
672,681,1,7564.61,Lost
673,720,1,4519.52,Lost
674,628,1,1619.67,Lost
675,493,1,8083.4,Lost
676,791,1,539.93,Lost
677,1027,1,269.89,Lost
678,734,1,1799.92,Lost
679,1013,1,3295.74,Lost
680,326,1,2259.66,Lost
681,707,1,15052.32,Lost
682,931,1,5999.78,Lost
683,749,1,1099.78,Lost
684,718,1,549.92,Lost
685,1017,1,428.9,Lost
686,815,1,4029.79,Lost
687,550,1,8638.53,Lost
688,755,1,3599.91,Lost
689,337,1,7299.78,Lost
690,656,1,13362.48,Lost
691,824,1,4786.55,Lost
692,280,1,14548.88,Lost
693,1007,1,469.79,Lost
694,669,1,3843.57,Lost
695,902,1,1059.93,Lost
696,1079,1,7548.71,Lost
697,819,1,809.72,Lost
698,667,1,1787.6,Lost
699,580,1,1519.81,Lost
700,650,1,13501.79,Lost
701,659,1,5499.76,Lost
702,419,1,7959.34,Lost
703,813,1,428.93,Lost
704,831,1,1079.81,Lost
705,904,1,4018.6,Lost
706,542,1,2829.44,Lost
707,765,1,1699.82,Lost
708,455,1,1999.93,Lost
709,813,1,3599.85,Lost
710,1010,1,1897.85,Lost
711,745,1,4847.55,Lost
712,809,1,3269.73,Lost
713,371,1,10126.35,Lost
714,1005,1,269.94,Lost
715,620,1,10880.58,Lost
716,961,1,3975.73,Lost
717,847,1,7099.74,Lost
718,579,1,209.79,Lost
719,752,1,1059.93,Lost
720,454,1,1491.82,Lost
721,805,1,599.79,Lost
722,559,1,3481.63,Lost
723,539,1,6639.32,Lost
724,796,1,6609.76,Lost
725,632,1,416.94,Lost
726,836,1,8129.48,Lost
727,974,1,9700.18,Lost
728,975,1,9047.45,Lost
729,716,1,999.79,Lost
730,428,1,4611.55,Lost
731,663,1,1739.93,Lost
732,910,1,9718.3,Lost
733,700,1,1199.78,Lost
734,396,1,14319.61,Lost
735,481,1,2763.77,Lost
736,564,1,4841.73,Lost
737,951,1,3079.47,Lost
738,277,1,10497.58,Lost
739,777,1,5161.8,Lost
740,1023,1,1858.46,Lost
741,698,1,1499.88,Lost
742,953,1,5441.45,Lost
743,968,1,1099.73,Lost
744,289,1,6559.51,Lost
745,704,1,1819.83,Lost
746,1064,1,428.9,Lost
747,483,1,14225.63,Lost
748,527,1,6889.54,Lost
749,474,1,6301.6,Lost
750,879,1,1437.66,Lost
751,540,1,6872.36,Lost
752,487,1,189.89,Lost
753,791,1,1099.91,Lost
754,283,1,7319.51,Lost
755,1019,1,10260.39,Lost
756,986,1,5096.56,Lost
757,459,1,3003.5,Lost
758,865,1,6799.81,Lost
759,788,1,2389.63,Lost
760,971,1,4797.65,Lost
761,358,1,3959.32,Lost
762,696,1,5969.81,Lost
763,1005,1,1639.82,Lost
764,929,1,3369.72,Lost
765,335,1,5730.59,Lost
766,1018,1,1099.88,Lost
767,1059,1,499.92,Lost
768,419,1,7239.65,Lost
769,576,1,1349.82,Lost
770,706,1,2479.72,Lost
771,442,1,3199.58,Lost
772,649,1,1399.69,Lost
773,791,1,5339.63,Lost
774,397,1,6969.52,Lost
775,615,1,1078.47,Lost
776,618,1,416.79,Lost
777,507,1,2629.71,Lost
778,386,1,9587.38,Lost
779,886,1,5497.65,Lost
780,916,1,12448.62,Lost
781,577,1,4539.81,Lost
782,502,1,7851.74,Lost
783,426,1,12371.32,Lost
784,601,1,1301.81,Lost
785,809,1,999.91,Lost
786,1019,1,599.89,Lost
787,457,1,8059.47,Lost
788,964,1,269.89,Lost
789,454,1,2490.5,Lost
790,699,1,3173.38,Lost
791,833,1,1299.73,Lost
792,754,1,1059.78,Lost
793,496,1,8587.29,Lost
794,650,1,10699.62,Lost
795,894,1,2888.46,Lost
796,810,1,2027.83,Lost
797,1051,1,2198.62,Lost
798,479,1,12155.52,Lost
799,527,1,3389.33,Lost
800,920,1,8809.71,Lost
801,938,1,4681.37,Lost
802,945,1,9897.79,Lost
803,423,1,14759.45,Lost
804,569,1,439.94,Lost
805,682,1,419.78,Lost
806,880,1,4799.59,Lost
807,426,1,4597.81,Lost
808,829,1,8599.74,Lost
809,699,1,16767.55,Lost
810,464,1,13553.26,Lost
811,634,1,2179.66,Lost
812,496,1,1319.91,Lost
813,1071,1,3779.5,Lost
814,734,1,1949.55,Lost
815,966,1,11387.52,Lost
816,273,1,1899.73,Lost
817,790,1,2607.6,Lost
818,326,1,2659.79,Lost
819,761,1,5767.43,Lost
820,286,1,3399.8,Lost
821,371,1,726.72,Lost
822,284,1,1469.94,Lost
823,749,1,3701.84,Lost
824,378,1,10679.84,Lost
825,863,1,2099.79,Lost
826,449,1,4017.62,Lost
827,813,1,469.79,Lost
828,490,1,3064.46,Lost
829,604,1,939.88,Lost
830,593,1,1099.88,Lost
831,805,1,4499.81,Lost
832,670,1,3789.61,Lost
833,762,1,6201.51,Lost
834,869,1,1939.48,Lost
835,790,1,1619.71,Lost
836,554,1,10179.54,Lost
837,523,1,7511.17,Lost
838,299,1,11198.57,Lost
839,300,1,4854.68,Lost
840,424,1,17857.59,Lost
841,659,1,1932.58,Lost
842,660,1,761.81,Lost
843,841,1,1458.75,Lost
844,606,1,11463.37,Lost
845,677,1,2149.77,Lost
846,367,1,809.77,Lost
847,720,1,899.91,Lost
848,891,1,5489.51,Lost
849,914,1,1248.51,Lost
850,689,1,109.94,Lost
851,940,1,1139.71,Lost
852,822,1,1099.88,Lost
853,823,1,8547.43,Lost
854,984,1,2099.84,Lost
855,731,1,2159.82,Lost
856,316,1,4199.73,Lost
857,589,1,449.92,Lost
858,705,1,2142.3,Lost
859,288,1,8418.43,Lost
860,338,1,501.88,Lost
861,1065,1,4599.83,Lost
862,361,1,7150.35,Lost
863,645,1,6318.54,Lost
864,677,1,4089.46,Lost
865,454,1,4272.66,Lost
866,323,1,7399.67,Lost
867,560,1,11399.81,Lost
868,606,1,1409.92,Lost
869,454,1,1091.87,Lost
870,677,1,9159.62,Lost
871,596,1,12742.45,Lost
872,1062,1,2739.63,Lost
873,1085,1,3527.65,Lost
874,824,1,1680.79,Lost
875,810,1,299.89,Lost
876,812,1,1659.63,Lost
877,584,1,8529.29,Lost
878,377,1,9649.33,Lost
879,929,1,1529.67,Lost
880,559,1,12605.47,Lost
881,578,1,1469.92,Lost
882,832,1,6697.84,Lost
883,616,1,16239.23,Lost
884,694,1,939.88,Lost
885,907,1,5049.31,Lost
886,426,1,10870.42,Lost
887,581,1,5151.59,Lost
888,453,1,12909.33,Lost
889,453,1,1039.8,Lost
890,625,1,4117.65,Lost
891,865,1,819.58,Lost
892,776,1,2899.94,Lost
893,393,1,10593.09,Lost
894,767,1,4877.52,Lost
895,516,1,7571.62,Lost
896,746,1,7409.59,Lost
897,676,1,679.88,Lost
898,499,1,3948.82,Lost
899,813,1,3599.88,Lost
900,450,1,4649.73,Lost
901,719,1,749.94,Lost
902,609,1,1343.61,Lost
903,413,1,6093.46,Lost
904,353,1,15839.41,Lost
905,352,1,12999.91,Lost
906,317,1,4999.93,Lost
907,878,1,3701.84,Lost
908,701,1,16699.6,Lost
909,569,1,2269.64,Lost
910,671,1,5351.3,Lost
911,497,1,1969.5,Lost
912,480,1,5499.89,Lost
913,776,1,1997.74,Lost
914,318,1,2069.48,Lost
915,535,1,1369.87,Lost
916,349,1,8703.53,Lost
917,846,1,5799.88,Lost
918,985,1,599.92,Lost
919,975,1,6499.51,Lost
920,316,1,9985.56,Lost
921,813,1,1409.78,Lost
922,702,1,7850.5,Lost
923,1079,1,6097.85,Lost
924,892,1,809.7,Lost
925,1021,1,499.94,Lost
926,1004,1,1028.79,Lost
927,800,1,1755.73,Lost
928,942,1,1499.71,Lost
929,1035,1,5670.43,Lost
